국가별,시점,국내총생산,고용률,국민부담률,경제활동참가율 (%),무역의존도_수출,무역의존도_수입,수출,수입,외환보유액,부채비율,실업률,평균근로자세금,디플레이터,GDP_성장률
한국,2000,12261,61.5,20.9,61.2,29.89,27.84,172268,160481,96198,,4.4,16.4,72.1,9.1
한국,2001,11563,62.2,21.2,61.5,27.47,25.76,150439,141098,102821,,4,16.5,74.6,4.9
한국,2002,13164,63.4,21.3,62.1,25.91,24.26,162471,152126,121413,,3.3,16.1,76.9,7.7
한국,2003,14669,63,22,61.6,27.59,25.45,193817,178827,155352,,3.6,16.4,79.5,3.1
한국,2004,16506,63.8,21.2,62.3,31.99,28.28,253845,224463,199066,,3.7,17,82,5.2
한국,2005,19399,63.7,21.7,62.2,30.43,27.95,284419,261238,210391,,3.7,17.3,82.9,4.3
한국,2006,21727,64,22.6,62.2,30.93,29.4,325465,309383,238956,,3.5,18.2,82.7,5.3
한국,2007,24088,64.1,23.7,62.2,31.68,30.43,371489,356846,262224,,3.2,19.7,84.7,5.8
한국,2008,21340,64,23.6,61.7,40.31,41.58,422007,435275,201223,,3.2,20,87.1,3
한국,2009,19152,63,22.7,61,38.5,34.21,363534,323085,269995,,3.6,19.5,90.2,0.8
한국,2010,23083,63.4,22.4,61.1,40.77,37.17,466384,425212,291571,,3.7,20.1,92.7,6.8
한국,2011,25100,63.9,23.2,61.3,44.3,41.84,555214,524413,306402,33.1,3.4,20,93.9,3.7
한국,2012,25458,64.3,23.7,61.6,42.87,40.66,547870,519584,326968,35,3.2,20.5,95.1,2.4
한국,2013,27178,64.6,23.1,61.7,40.83,37.62,559632,515586,346460,37.7,3.1,21,96,3.2
한국,2014,29242,65.6,23.4,62.7,38.59,35.41,572665,525515,363593,39.7,3.5,21.2,96.9,3.2
한국,2015,28724,65.9,23.7,62.8,35.95,29.79,526757,436499,367962,40.8,3.6,21.4,100,2.8
한국,2016,29287,66.1,24.7,62.9,33.03,27.08,495426,406193,371102,41.2,3.7,21.8,102,2.9
한국,2017,31605,66.6,25.4,63.2,35.34,29.48,573694,478478,389267,40.1,3.7,22,104.3,3.2
한국,2018,33429,66.6,26.8,63.1,35.06,31.02,604860,535202,403694,40,3.8,22.4,104.8,2.9
한국,2019,31929,66.8,27.4,63.3,32.84,30.49,542233,503343,408816,42.2,3.8,22.9,103.9,2.2
한국,2020,31637,65.9,,62.5,31.28,28.55,512498,467633,443098,,4,23.3,105.2,-0.9
이스라엘,2000,21101,56.1,34.8,61.4,21.35,26.54,28335,35214,23281,,11.1,29.6,83.4,7.5
이스라엘,2001,20354,55.6,34.7,61.3,19.62,24.95,25719,32697,23379,90.941,11.8,30.7,85.1,0.1
이스라엘,2002,18480,54.8,33.9,60.6,21.11,26.81,25632,32548,24083,94.569,12.9,30.8,89,0
이스라엘,2003,19034,55,33.2,60.9,21.89,26.43,27875,33657,26315,99.681,13.5,27.7,88.7,1.1
이스라엘,2004,19934,55.7,33.3,61.4,24.91,29.73,33804,40347,27094,97.684,13,26.4,88.8,4.2
이스라엘,2005,20586,56.7,33.7,61.8,25.66,31.16,36608,44453,28059,95.195,11.3,25.5,89.9,3.8
이스라엘,2006,21855,57.6,34.2,62.2,25.76,30.7,39714,47333,29153,84.956,10.7,24.3,91.3,5.6
이스라엘,2007,24939,58.9,34.2,62.8,25.65,31.34,45924,56115,28519,79.752,9.4,24.9,92.2,5.7
이스라엘,2008,29600,59.8,31.9,62.8,23.7,29.8,51276,64474,42513,80.229,7.7,22.9,94.2,3
이스라엘,2009,27720,59.2,29.8,62.9,20.24,22.58,42007,46863,60611,83.54,9.5,21.3,98.2,0.9
이스라엘,2010,30694,60.2,30.7,63.3,21.69,25.03,50766,58575,70907,79.539,8.5,20.7,100,5.6
이스라엘,2011,33611,60.9,31,63,22.25,27.84,58065,72663,74874,77.743,7.1,20.8,101.8,4.6
이스라엘,2012,32510,66.5,30.1,63.6,20.96,28.06,53892,72168,75908,78.815,6.9,20.4,106.2,2.4
이스라엘,2013,36316,67.1,30.8,63.7,19.42,24.28,56844,71071,81786,76.501,6.2,20.4,108.6,4.2
이스라엘,2014,37738,67.9,31,64.2,18.6,23.05,57657,71464,86101,77.106,5.9,21.1,109.4,3.9
이스라엘,2015,35814,68.3,31.2,64.1,17.84,20.44,53536,61340,90575,76.615,5.3,21.8,112.7,2.2
이스라엘,2016,37283,68.6,31.2,64.1,16.38,20.42,52175,65048,95446,75.776,4.8,22.3,113.8,3.8
이스라엘,2017,40475,69,32.5,64,15.05,19.28,53063,68006,113010,72.773,4.2,22.1,114,3.6
이스라엘,2018,41705,69,30.9,63.9,14.63,20.45,54211,75741,115266,71.496,4,22.7,115.3,3.5
이스라엘,2019,43589,68.9,30.5,63.5,13.15,19.18,51899,75697,126008,73.767,3.8,22.9,118,3.5
이스라엘,2020,43611,66.8,,,12.28,17.37,49372,69810,173292,,4.3,22.4,119.3,-2.4
일본,2000,38532,69,25.8,62.4,9.81,7.77,479296,379727,361639,140.804,4.8,29.8,112.1,2.8
일본,2001,33846,68.9,25.9,62,9.37,8.11,403241,349201,401958,146.843,5,29.9,110.9,0.4
일본,2002,32289,68.3,24.9,61.2,10.13,8.2,416726,337598,469728,157.095,5.4,30.2,109.3,0.1
일본,2003,34808,68.5,24.5,60.8,10.61,8.62,471816,383299,673530,166.315,5.3,27.4,107.6,1.5
일본,2004,37689,68.8,25.2,60.4,11.75,9.45,565673,455189,844667,172.611,4.7,27.3,106.4,2.2
일본,2005,37218,69.4,26.2,60.4,12.51,10.85,594860,515809,846896,173.223,4.5,27.7,105.1,1.7
일본,2006,35434,70,27,60.4,14.28,12.78,646737,579042,895321,173.229,4.2,28.8,104.2,1.4
일본,2007,35275,70.8,27.5,60.4,15.82,13.78,714211,622135,973364,175.053,3.9,29.3,103.4,1.7
일본,2008,39339,70.9,27.4,60.2,15.52,15.14,782049,762590,1030646,179.168,4,29.5,102.5,-1.1
일본,2009,40855,70.2,26,59.9,11.1,10.55,580719,551960,1052061,200.403,5.1,29.2,101.9,-5.4
일본,2010,44508,70.3,26.5,59.6,13.5,12.18,769773,694052,1104680,205.063,5.1,30.2,100,4.2
일본,2011,48168,70.8,27.5,59.3,13.36,13.89,822564,854998,1295838,219.259,4.6,30.8,98.4,-0.1
일본,2012,48603,70.6,28.2,59,12.87,14.28,798620,886036,1268086,227.53,4.4,31.3,97.6,1.5
일본,2013,40454,71.8,28.9,59.3,13.86,16.14,714613,832343,1266778,230.38,4,31.6,97.3,2
일본,2014,38109,72.8,30.3,59.4,14.23,16.75,690202,812207,1260514,235.843,3.6,32,98.9,0.4
일본,2015,34524,73.4,30.7,59.6,14.23,14.76,624787,647982,1233153,234.073,3.4,32.3,101,1.2
일본,2016,38762,74.4,30.7,60,13.1,12.34,644899,607601,1216843,231.872,3.1,32.4,101.4,0.5
일본,2017,38387,75.3,31.4,60.5,14.34,13.81,698131,671921,1264141,230.941,2.8,32.5,101.4,2.2
일본,2018,39159,76.9,32,61.5,14.9,15.11,738195,748526,1270466,234.789,2.4,32.7,101.4,0.3
일본,2019,40113,77.7,,62.1,13.93,14.24,705671,721078,1322443,233.669,2.4,32.7,102,0.3
일본,2020,34355.48,77.3,,62,,,,,1390809,224.9,2.8,32.7,,-4.8
터키,2000,4337,,23.5,50,10.1,19.82,27701,54367,23498,,6.5,40.4,21.8,6.9
터키,2001,3143,,25.4,49.8,15.53,20.55,31331,41454,19871,,8.4,43.6,33.3,-5.8
터키,2002,3688,,23.8,49.6,14.97,21.46,35974,51551,28101,,10.4,42.5,45.9,6.4
터키,2003,4760,,25,48.3,14.98,22.08,47125,69453,35549,,10.5,42.2,56.6,5.8
터키,2004,6102,,23.1,46.3,15.46,23.91,63196,97779,37252,,10.8,42.8,63.6,9.8
터키,2005,7456,,23.1,46.4,14.56,23.13,73715,117115,52491,,10.6,42.8,68.1,9
터키,2006,8102,44.6,23.4,45.5,15.44,25.17,86003,140234,63265,,8.7,42.7,74.5,6.9
터키,2007,9792,44.7,22.9,45.5,15.8,25.07,107654,170837,76506,,8.9,42.2,79.1,5
터키,2008,10941,44.9,23,46.2,17.19,26.2,132446,201851,73657,,9.7,38.7,88.6,0.8
터키,2009,9103,44.2,23.3,47.1,15.78,21.75,102471,141186,74995,,12.6,36.7,93.4,-4.8
터키,2010,10743,46.3,24.7,48.1,14.67,23.88,114022,185531,85971,48.901,10.7,37,100,8.4
터키,2011,11421,48.4,25.7,49.3,16.13,28.74,135288,241076,88210,43.603,8.8,37,108.2,11.2
터키,2012,11796,48.9,24.8,49.4,17.36,26.95,152905,237310,119177,40.941,8.2,37.1,116.2,4.8
터키,2013,12615,49.5,25.2,50.3,16.88,27.21,161698,260639,131004,34.284,8.7,37.4,123.5,8.5
터키,2014,12158,49.5,24.5,50.5,17.75,26.72,166658,250916,127307,33.234,9.9,38.1,132.7,4.9
터키,2015,11006,50.2,25,51.2,17.49,24.68,151158,213281,110527,32.6,10.2,38.2,143.1,6.1
터키,2016,10895,50.7,25.1,52,17.18,23.24,149390,202089,104971,34.354,10.8,38.2,154.7,3.3
터키,2017,10590,51.6,24.7,52.8,19.17,27.78,164671,238662,107657,34.861,10.8,38.9,171.7,7.5
터키,2018,9453,52,24,53.2,22.78,29.61,177328,230447,92997,32.362,10.9,39.2,200,3
터키,2019,9127,50.3,23.1,52.9,23.77,27.61,181021,210261,105620,34.816,13.7,39.6,227.8,0.9
터키,2020,8538,47.5,,49.3,23.58,30.52,169835,219758,93199,,13.1,39.7,261.6,1.8
캐나다,2000,24271,70.9,34.7,65.8,38.68,32.71,288057,243646,32425,105.071,6.8,32.9,79.8,4.9
캐나다,2001,23822,70.8,34.1,65.9,36.65,30.56,270824,225847,34253,104.776,7.2,31.5,81.2,1.4
캐나다,2002,24255,71.4,33.1,66.9,34.51,29.84,262476,226952,37189,103.575,7.7,31.7,82.2,3.4
캐나다,2003,28300,72.2,32.7,67.6,31.7,27.32,283926,244646,36267,99.241,7.6,31.7,84.8,3.8
캐나다,2004,32144,72.5,32.7,67.5,32.01,27.21,328673,279361,34477,95.322,7.2,31.9,87.6,3.9
캐나다,2005,36383,72.4,32.7,67.1,31.6,27.29,370734,320129,33018,93.873,6.8,31.9,90.4,5
캐나다,2006,40504,72.7,32.7,67,30.2,27.04,398470,356714,35063,91.149,6.3,31.7,92.7,4.2
캐나다,2007,44660,73.3,32.5,67.4,29.32,26.45,430613,388490,41082,86.954,6,31.3,95.7,6.9
캐나다,2008,46711,73.4,31.2,67.6,29.67,26.91,460709,417928,43873,89.725,6.1,31.3,99.5,1
캐나다,2009,40876,71.3,32.3,67.1,23.49,23.93,322965,329000,54357,102.711,8.3,30.5,97.2,-2.9
캐나다,2010,47562,71.3,31,66.9,24.26,24.84,392346,401709,57151,105.016,8.1,30.4,100,3.1
캐나다,2011,52224,71.7,30.8,66.7,25.73,25.71,461441,461006,65819,107.66,7.5,30.6,103.2,3.1
캐나다,2012,52669,71.9,31.2,66.5,25.26,25.99,461876,475105,68546,111.306,7.3,30.8,104.5,1.8
캐나다,2013,52635,72.3,31.1,66.5,25.2,25.62,465271,473160,71936,107.323,7.1,31,106.3,2.3
캐나다,2014,50956,72.1,31.3,66,26.55,26.3,479377,475000,74700,108.351,6.9,31.6,108.4,2.9
캐나다,2015,43596,72.4,32.8,65.8,26.35,27.59,410200,429490,79753,114.634,6.9,31.5,107.4,0.7
캐나다,2016,42316,72.3,33.3,65.7,25.79,27.04,394055,413106,82718,114.149,7,31.4,108.2,1
캐나다,2017,45129,73.2,33.1,65.8,25.72,26.88,424216,443282,86678,108.556,6.3,30.6,111,3
캐나다,2018,46455,73.5,33.2,65.4,26.34,27.22,453475,468729,83926,107.383,5.8,30.8,113,2.4
캐나다,2019,46327,74.2,33.5,65.7,25.88,26.55,450805,462392,85297,106.681,5.7,30.5,114.8,1.9
캐나다,2020,43242,70,,64,23.86,25.54,392129,419688,90428,141.582,9.5,30.4,115.7,-5.4
멕시코,2000,7158,,11.5,61.7,23.46,2.73,166072,19319,35577,,2.7,12.7,57.9,4.9
멕시코,2001,7545,,12.2,61,20.99,2.5,158821,18884,44805,,2.6,13.3,61.4,-0.4
멕시코,2002,7593,,12.6,57.9,20.87,2.37,161124,18294,50672,,3,15.9,64.8,0
멕시코,2003,7075,,12.7,58.3,22.6,2.27,164846,16545,59026,36.503,3.5,16.8,67.4,1.4
멕시코,2004,7484,,11.6,58.9,24.03,2.33,187956,18246,64202,31.461,3.9,15.3,72.7,3.9
멕시코,2005,8278,60.1,11.4,59.3,24.4,2.43,214074,21351,74110,30.92,3.6,14.7,77,2.3
멕시코,2006,9068,61,11.6,60.1,25.63,2.52,250015,24588,76329,30.743,3.6,15.1,81.9,4.5
멕시코,2007,9643,61,12,60.1,25.83,2.57,271881,27023,87208,32.436,3.6,15.9,86.7,2.3
멕시코,2008,10017,60.7,12.6,59.9,26.29,2.65,291856,29448,95298,34.318,3.9,15.1,92,1.1
멕시코,2009,8003,59.8,12.5,59.9,25.5,2.03,229515,18239,99892,30.564,5.4,15.3,95.7,-5.3
멕시코,2010,9271,59.7,12.8,59.7,28.21,2.37,298384,25085,120587,31.147,5.3,16,100,5.1
멕시코,2011,10203,60,12.8,59.8,29.63,2.52,349730,29724,149208,37.141,5.2,18.7,105.8,3.7
멕시코,2012,10242,60.9,12.6,60.4,30.83,2.46,370289,29590,167050,41.13,4.9,19,110.1,3.6
멕시코,2013,10725,60.8,13.3,60.3,29.81,2.46,379963,31366,180200,47.108,4.9,19.3,111.8,1.4
멕시코,2014,10929,60.4,13.7,59.8,30.2,2.4,397280,31617,195682,50.401,4.8,19.5,116.8,2.8
멕시코,2015,9617,60.7,15.9,59.8,32.53,2.24,381170,26214,177597,54.744,4.3,19.8,120.1,3.3
멕시코,2016,8745,61,16.6,59.7,34.6,1.92,373175,20753,178025,52.848,3.9,20.1,126.8,2.6
멕시코,2017,9288,61.1,16.1,59.3,35.23,1.93,408301,22325,175448,53.223,3.4,20.4,135.4,2.1
멕시코,2018,9687,61.5,16.2,59.6,36.75,1.98,449221,24145,176380,55.787,3.3,19.7,142,2.2
멕시코,2019,9946,62.2,16.5,60.1,36.22,,459597,,183024,59.295,3.5,20.2,147.9,-0.1
멕시코,2020,8347,,,55.5,38.68,,416235,,199056,,4.5,20.2,152.2,-8.2
미국,2000,36335,74.1,28.3,67.1,7.63,12.28,781918,1259297,67646,72.129,4,30.8,,4.1
미국,2001,37133,73.1,27.3,66.8,6.89,11.14,729100,1179177,68679,74.79,4.7,30.7,,1
미국,2002,38023,71.9,25,66.6,6.34,10.97,693103,1200227,79005,80.403,5.8,30.6,,1.7
미국,2003,39496,71.2,24.5,66.2,6.33,11.37,724771,1303050,85937,81.878,6,30.5,,2.9
미국,2004,41713,71.2,24.8,66,6.67,12.49,814875,1525516,86935,88.866,5.5,30.5,,3.8
미국,2005,44115,71.5,26.1,66.1,6.91,13.31,901082,1735061,65127,88.587,5.1,30.4,,3.5
미국,2006,46299,72,26.8,66.2,7.43,13.88,1025967,1918077,65895,85.943,4.6,30.6,,2.9
미국,2007,47976,71.8,26.8,66,7.94,13.98,1148199,2020403,70565,86.379,4.6,30.9,,1.9
미국,2008,48383,70.9,25.7,66,8.75,14.75,1287442,2169487,77648,102.409,5.8,30.1,98.1,-0.1
미국,2009,47100,67.6,23,65.4,7.31,10.79,1056000,1559700,130760,115.678,9.3,30.3,98.8,-2.5
미국,2010,48467,66.7,23.5,64.7,8.53,12.77,1278300,1913800,132433,125.812,9.6,30.7,100,2.6
미국,2011,49883,66.6,23.8,64.1,9.54,14.21,1482400,2208000,147953,130.969,9,29.9,102.1,1.6
미국,2012,51603,67.1,24,63.7,9.54,14.05,1545800,2276000,150175,132.704,8.1,29.8,104,2.2
미국,2013,53107,67.4,25.6,63.3,9.4,13.51,1578500,2268100,144575,136.253,7.4,31.5,105.9,1.8
미국,2014,55050,68.1,25.9,62.9,9.25,13.44,1621700,2356100,130090,135.607,6.2,31.6,107.8,2.5
미국,2015,56863,68.7,26.2,62.7,8.24,12.33,1503400,2248800,117581,136.451,5.3,31.4,108.9,3.1
미국,2016,58021,69.4,25.8,62.8,7.74,11.67,1451500,2186800,117332,138.131,4.9,31.6,110,1.7
미국,2017,60110,70.1,26.7,62.9,7.92,11.97,1547200,2339600,123293,134.69,4.4,31.8,112.1,2.3
미국,2018,63064,70.7,24.4,62.9,8.08,12.31,1665700,2537700,125798,136.198,3.9,29.6,114.8,3
미국,2019,65280,71.4,24.5,63.1,7.67,11.65,1643100,2497500,129479,134.999,3.7,29.7,116.8,2.2
미국,2020,63544,67.1,,61.8,,,,,144890,160.281,8.1,30.1,118.2,-3.5
칠레,2000,5075,,18.8,55.9,24.67,,19210,,15353,,10.5,7,57,5.3
칠레,2001,4575,,19,55,25.74,,18272,,14398,,10.4,7,59.2,3.3
칠레,2002,4446,,19.1,54.5,26.07,,18180,,15343,,10.2,7,61.2,3.1
칠레,2003,4773,,18.8,55,28.62,,21651,,15842,23.743,9.8,7,64,4.1
칠레,2004,6195,,19.1,55.4,33.29,,33025,,15997,20.687,10.2,7,69,7.2
칠레,2005,7599,54.4,20.7,55.7,34.13,,41974,,16933,16.347,9.3,7,74.3,5.7
칠레,2006,9465,55.5,22,56.9,38.36,,59380,,19396,13.33,9,7,83.3,6.3
칠레,2007,10502,56.3,22.7,57.4,39.49,,68561,,16842,11.324,8.4,7,87.7,4.9
칠레,2008,10751,57.3,21.4,58.6,35.91,,64510,,23078,12.444,9.3,7,87.7,3.5
칠레,2009,10209,56.1,17.3,58.4,32.17,,55463,,25292,13.312,11.3,7,91.8,-1.6
칠레,2010,12808,60.1,19.6,58.7,32.54,,71109,,27828,15.309,8.4,7,100,5.8
칠레,2011,14637,62,21.1,60,32.28,,81438,,41944,17.973,7.3,7,103.1,6.1
칠레,2012,15352,62.7,21.3,59.7,29.22,,78063,,41649,18.455,6.7,7,104.3,5.3
칠레,2013,15843,63.2,19.9,59.7,27.58,,76770,,41093,18.91,6.2,7,106.3,4
칠레,2014,14671,63.2,19.6,60,28.81,,75065,,40447,22.434,6.7,7,112.6,1.8
칠레,2015,13574,63.5,20.4,59.9,25.43,,62035,,38641,24.361,6.5,7,118.2,2.3
칠레,2016,13754,63.3,20.1,59.6,24.24,,60718,,40493,28.1,6.7,7,123.5,1.7
칠레,2017,14999,63.9,20.2,59.9,24.84,,68823,,38982,29.066,7,7,129.4,1.2
칠레,2018,15888,64.1,21.1,59.8,25.27,,75200,,39859,31.812,7.2,7,132.4,3.7
칠레,2019,14742,64.1,20.7,59.6,25.02,,69889,,40656,37.776,7.3,7,135,0.9
칠레,2020,13232,55.8,,55.3,28.36,,71728,,39166,43.821,11.2,7,146.3,-5.8
콜롬비아,2000,2520,,15.7,64.9,13.17,11.77,13159,11757,9005,,20.5,,,2.9
콜롬비아,2001,2440,,17.3,67.6,12.55,13.05,12330,12821,10245,,15,,,1.7
콜롬비아,2002,2397,,17.2,66.6,12.22,12.96,11975,12695,10844,,14.5,,,2.5
콜롬비아,2003,2281,,17.3,67.4,13.87,14.67,13129,13882,10920,,13.2,,,3.9
콜롬비아,2004,2783,,18,65.9,14.34,14.32,16788,16764,13537,,12.7,,,5.3
콜롬비아,2005,3414,,18.3,65.3,14.52,14.56,21146,21204,14955,,11.1,,77.2,4.8
콜롬비아,2006,3741,,19.3,65,15.17,16.19,24512,26163,15437,,11.3,,81.6,6.7
콜롬비아,2007,4714,60.2,19.3,63.2,14.69,15.96,30279,32897,20952,,10.3,,85.8,6.7
콜롬비아,2008,5473,60.5,19,63.7,15.19,16.38,36787,39666,23670,,10.5,,92.5,3.3
콜롬비아,2009,5193,62.3,18.8,66.6,14.13,14.15,32846,32891,24991,,11.3,,96.4,1.1
콜롬비아,2010,6337,63.7,18.1,67.8,13.86,14.13,39713,40486,28077,,11,,100,4.5
콜롬비아,2011,7335,65.1,18.9,68.5,16.99,16.19,56915,54233,31910,,10.1,,106,6.9
콜롬비아,2012,8050,66.3,19.7,69.4,16.21,15.92,60125,59048,36998,,9.7,,109.9,3.9
콜롬비아,2013,8218,66.5,20,69,15.39,15.54,58826,59381,43158,,9.1,,112.6,5.1
콜롬비아,2014,8114,67.1,19.6,69.2,14.39,16.8,54857,64029,46807,,8.6,,115,4.5
콜롬비아,2015,6176,67.6,19.9,69.5,12.27,18.42,36018,54058,46223,68.537,8.3,,117.8,3
콜롬비아,2016,5871,67.2,19.1,69.1,11.23,15.87,31768,44890,46176,73.091,8.7,,123.8,2.1
콜롬비아,2017,6377,66.9,19,68.9,12.19,14.77,38022,46071,47131,75.189,8.9,,130.2,1.4
콜롬비아,2018,6730,66.4,19.3,68.4,12.54,15.33,41905,51230,47888,88.967,9.1,,135,2.6
콜롬비아,2019,6425,65.2,19.7,67.5,12.21,16.29,39489,52703,52652,82.772,10,,141.9,3.3
콜롬비아,2020,5333,57.5,,62.7,11.45,16.03,31056,43489,58500,,15,,,-6.8
코스타리카,2000,3789,,,58.9,39.51,42.22,5932,6339,1318,,5.1,,36,3.9
코스타리카,2001,3960,,,61,31.67,41.13,5060,6571,1330,,5.9,,39.5,3.5
코스타리카,2002,4043,,,60.7,31.9,44.12,5289,7315,1502,,6.3,,43.4,3.4
코스타리카,2003,4148,,,61,35.69,45.78,6164,7906,1839,,6.6,,48,4.3
코스타리카,2004,4405,,,59.8,34.61,44.56,6441,8293,1922,,6.4,,54.4,4.4
코스타리카,2005,4676,,,62.1,35.68,48.11,7151,9641,2313,,6.6,,61.4,4
코스타리카,2006,5227,,,61.7,37.21,56.09,8453,12741,3115,,5.7,,69.4,7.3
코스타리카,2007,6104,,,62.6,35.59,52.43,9569,14096,4114,,4.5,,76.7,8.2
코스타리카,2008,6901,,,62.1,31.19,49.64,9606,15289,3799,,4.8,,85.5,4.7
코스타리카,2009,6801,,,61.5,28.74,37.58,8837,11554,4066,,7.7,,93.8,-0.9
코스타리카,2010,8227,,,59.2,24.02,36.97,9045,13921,4627,,7.2,,100,5.4
코스타리카,2011,9230,58.1,,58.9,23.91,42.71,10224,18265,4756,,10.1,,104.6,4.4
코스타리카,2012,10075,61.8,,62.5,23.85,38.78,11267,18316,6857,,9.8,,109.5,4.9
코스타리카,2013,10744,61.8,,61.9,22.53,35.58,11480,18128,7331,,8.8,,114.6,2.5
코스타리카,2014,10847,61.7,,62.1,21.63,33.75,11250,17558,7211,,9.1,,121.7,3.5
코스타리카,2015,11643,60.7,,60.8,16.69,28.83,9422,16274,7834,,9,,126.5,3.7
코스타리카,2016,12011,58.7,,57.8,17.84,27.43,10500,16143,7574,,8.6,,129,4.2
코스타리카,2017,12226,59.8,,58.2,18.03,27.75,10913,16796,7150,,8.1,,132.7,4.2
코스타리카,2018,12469,61,,60.2,18.48,29.27,11521,18247,7501,,9.6,,136.1,2.1
코스타리카,2019,12670,61.6,,62.3,18.55,27.48,11864,17573,8937,,11.5,,139.1,2.2
코스타리카,2020,12077,54.8,,58.7,20.23,24.77,12443,15237,7232,,17.4,,139.4,-4.5
오스트리아,2000,24564,68.5,42.3,58.7,34.29,36.66,67479,72143,17650,71.05,4.7,47.3,84.1,3.4
오스트리아,2001,24538,68.4,43.9,58.2,35.87,37.85,70782,74689,15598,72.122,4,46.9,85.7,1.3
오스트리아,2002,26402,68.8,42.7,59,36.89,36.7,78716,78308,13182,74.025,4.9,47.1,86.7,1.7
오스트리아,2003,32223,69,42.4,59.2,37.16,38.07,97255,99615,12729,72.532,4.8,47.4,87.8,0.9
오스트리아,2004,36822,66.5,42,57.3,39.33,39.87,118359,119961,12188,71.765,5.8,48.3,89.4,2.7
오스트리아,2005,38403,67.4,41,58.6,39.56,40.24,125007,127145,11828,76.252,5.6,48.1,91.6,2.2
오스트리아,2006,40635,68.6,40.4,59.1,40.75,40.89,136933,137388,12911,72.686,5.2,48.5,93.4,3.5
오스트리아,2007,46856,69.9,40.5,59.9,42.15,42.01,163839,163281,18219,68.965,4.9,48.8,95.4,3.7
오스트리아,2008,51709,70.8,41.4,60.2,42.2,42.84,181576,184335,16699,74.193,4.1,49,97.3,1.5
오스트리아,2009,47963,70.3,41,60.5,34.25,35.75,137050,143075,18052,86.33,5.3,47.9,99.1,-3.8
오스트리아,2010,46858,70.8,41,60.4,38.9,40.55,152443,158928,22284,90.544,4.8,48.2,100,1.8
오스트리아,2011,51375,71.1,41.1,60.5,41.17,44.41,177490,191446,25161,91.474,4.6,48.5,101.8,2.9
오스트리아,2012,48568,71.4,41.8,60.8,40.73,43.64,166757,178658,27211,97.338,4.9,48.8,103.9,0.7
오스트리아,2013,50717,71.4,42.6,60.9,40.72,42.61,175118,183243,23290,94.36,5.3,49.2,105.6,0
오스트리아,2014,51717,71.1,42.7,60.7,40.33,41.2,178238,182092,24941,101.869,5.6,49.4,107.9,0.7
오스트리아,2015,44178,71.1,43.1,60.7,40.01,40.88,152759,156078,22236,101.285,5.7,49.6,110.4,1
오스트리아,2016,45277,71.6,41.8,61.2,38.44,39.86,152054,157657,23359,102.534,6,47.3,112.4,2
오스트리아,2017,47309,72.2,41.8,61.2,40.38,42.24,168059,175789,21574,96.547,5.5,47.4,113.4,2.4
오스트리아,2018,51453,73,42.2,61.4,40.62,42.58,184778,193682,23207,90.954,4.9,47.6,115.3,2.6
오스트리아,2019,50122,73.5,42.4,61.4,40.14,41.51,178660,184747,23600,88.894,4.5,47.9,117.3,1.4
오스트리아,2020,48105,72.4,,60.8,39.38,40.08,168920,171944,30470,,5.4,47.3,118.8,-6.6
벨기에,2000,23042,60.5,43.8,52.3,79.54,74.94,187887,177005,12271,121.659,6.6,57.1,83.7,3.7
벨기에,2001,22995,60,43.7,50.9,80.47,75.55,190352,178718,13560,120.046,6.2,56.7,85.3,1.1
벨기에,2002,24888,59.9,43.9,51.2,83.98,77.08,215971,198223,14698,119.532,6.9,56.3,86.7,1.7
벨기에,2003,30588,59.6,43.3,51.4,80.54,74.03,255631,234962,14449,115.745,7.7,55.7,88.3,1
벨기에,2004,35364,60.4,43.5,52,83.25,77.5,306807,285611,13991,111.362,7.4,55.4,90,3.6
벨기에,2005,36796,61.1,43.4,53.3,86.7,82.63,334278,318589,11996,108.988,8.4,55.5,91.9,2.3
벨기에,2006,38673,61,43.2,53.1,89.91,86.19,366760,351571,13437,101.07,8.3,55.5,94,2.6
벨기에,2007,44263,62,42.9,53.6,91.66,87.6,431120,412012,16506,94.634,7.5,55.6,95.8,3.7
벨기에,2008,48107,62.4,43.6,53.7,91.87,90.71,473350,467382,15646,102.367,7,55.9,97.6,0.4
벨기에,2009,44584,61.6,42.7,53.5,77.11,73.71,371147,354782,23982,110.73,7.9,55.7,98.1,-2
벨기에,2010,44142,62,42.9,54.1,84.77,81.35,407705,391275,26814,108.68,8.3,55.9,100,2.9
벨기에,2011,47349,61.9,43.5,53.2,91.03,89.34,475775,466916,29432,111.62,7.1,56.1,101.8,1.7
벨기에,2012,44673,61.8,44.3,53.3,89.95,88.58,446337,439536,30769,120.988,7.5,56,103.8,0.7
벨기에,2013,46745,61.8,45,53.6,89.84,86.57,468624,451580,26924,118.656,8.4,55.7,105.1,0.5
벨기에,2014,47701,61.9,44.8,53.5,88.31,84.86,472198,453706,25395,130.61,8.5,55.6,106.2,1.6
벨기에,2015,40992,61.8,44.1,53.3,85.85,81.26,396773,375541,24099,126.243,8.5,55.3,107.6,2
벨기에,2016,41984,62.3,43.3,53.1,83.74,79.76,398391,379428,23565,127.671,7.8,53.9,109.6,1.3
벨기에,2017,44089,63.1,43.8,53.8,85.67,81.59,429640,409210,26159,120.862,7.1,53.8,111.6,1.6
벨기에,2018,47555,64.5,43.9,54.2,86.24,83.72,468638,454968,26870,117.727,6,52.7,113.5,1.8
